contig_1	1	309
contig_1	2	314
contig_1	3	312
contig_1	4	318
contig_1	5	315
contig_1	6	303
contig_1	7	321
contig_1	8	319
contig_1	9	316
contig_1	10	325
contig_1	11	329
contig_1	12	343
contig_1	13	338
contig_1	14	341
contig_1	15	342
contig_1	16	343
contig_1	17	342
contig_1	18	344
contig_1	19	350
contig_1	20	354
contig_1	21	359
contig_1	22	358
contig_1	23	357
contig_1	24	363
contig_1	25	358
contig_1	26	369
contig_1	27	365
contig_1	28	369
contig_1	29	363
contig_1	30	363
contig_1	31	380
contig_1	32	382
contig_1	33	386
contig_1	34	384
contig_1	35	385
contig_1	36	386
contig_1	37	390
contig_1	38	391
contig_1	39	396
contig_1	40	402
contig_1	41	396
contig_1	42	393
contig_1	43	415
contig_1	44	414
contig_1	45	418
contig_1	46	421
contig_1	47	423
contig_1	48	422
contig_1	49	422
contig_1	50	423
contig_1	51	426
contig_1	52	426
contig_1	53	407
contig_1	54	405
contig_1	55	411
contig_1	56	419
contig_1	57	424
contig_1	58	424
contig_1	59	419
contig_1	60	418
contig_1	61	421
contig_1	62	424
contig_1	63	417
contig_1	64	425
contig_1	65	411
contig_1	66	408
contig_1	67	412
contig_1	68	411
contig_1	69	401
contig_1	70	407
contig_1	71	403
contig_1	72	411
contig_1	73	406
contig_1	74	397
contig_1	75	408
contig_1	76	397
contig_1	77	408
contig_1	78	416
contig_1	79	408
contig_1	80	394
contig_1	81	395
contig_1	82	404
contig_1	83	396
contig_1	84	395
contig_1	85	402
contig_1	86	412
contig_1	87	413
contig_1	88	419
contig_1	89	424
contig_1	90	425
contig_1	91	420
contig_1	92	422
contig_1	93	407
contig_1	94	414
contig_1	95	416
contig_1	96	408
contig_1	97	389
contig_1	98	399
contig_1	99	403
contig_1	100	401
contig_1	101	406
contig_1	102	403
contig_1	103	413
contig_1	104	404
contig_1	105	392
contig_1	106	400
contig_1	107	393
contig_1	108	393
contig_1	109	387
contig_1	110	383
contig_1	111	370
contig_1	112	397
contig_1	113	382
contig_1	114	382
contig_1	115	396
contig_1	116	393
contig_1	117	379
contig_1	118	353
contig_1	119	367
contig_1	120	371
contig_1	121	367
contig_1	122	377
contig_1	123	376
contig_1	124	385
contig_1	125	370
contig_1	126	357
contig_1	127	382
contig_1	128	376
contig_1	129	374
contig_1	130	385
contig_1	131	377
contig_1	132	388
contig_1	133	389
contig_1	134	384
contig_1	135	389
contig_1	136	387
contig_1	137	388
contig_1	138	387
contig_1	139	379
contig_1	140	377
contig_1	141	374
contig_1	142	377
contig_1	143	357
contig_1	144	352
contig_1	145	359
contig_1	146	355
contig_1	147	349
contig_1	148	362
contig_1	149	347
contig_1	150	357
contig_1	151	355
contig_1	152	356
contig_1	153	363
contig_1	154	372
contig_1	155	365
contig_1	156	371
contig_1	157	380
contig_1	158	368
contig_1	159	363
contig_1	160	363
contig_1	161	364
contig_1	162	360
contig_1	163	364
contig_1	164	351
contig_1	165	365
contig_1	166	369
contig_1	167	360
contig_1	168	368
contig_1	169	371
contig_1	170	367
contig_1	171	355
contig_1	172	364
contig_1	173	362
contig_1	174	364
contig_1	175	357
contig_1	176	347
contig_1	177	343
contig_1	178	352
contig_1	179	353
contig_1	180	339
contig_1	181	358
contig_1	182	354
contig_1	183	360
contig_1	184	362
contig_1	185	356
contig_1	186	362
contig_1	187	360
contig_1	188	363
contig_1	189	356
contig_1	190	352
contig_1	191	355
contig_1	192	354
contig_1	193	348
contig_1	194	349
contig_1	195	349
contig_1	196	353
contig_1	197	355
contig_1	198	335
contig_1	199	353
contig_1	200	356
contig_1	201	367
contig_1	202	364
contig_1	203	352
contig_1	204	356
contig_1	205	341
contig_1	206	338
contig_1	207	349
contig_1	208	340
contig_1	209	345
contig_1	210	341
contig_1	211	349
contig_1	212	342
contig_1	213	357
contig_1	214	353
contig_1	215	348
contig_1	216	356
contig_1	217	359
contig_1	218	347
contig_1	219	346
contig_1	220	332
contig_1	221	341
contig_1	222	349
contig_1	223	352
contig_1	224	352
contig_1	225	351
contig_1	226	357
contig_1	227	373
contig_1	228	363
contig_1	229	369
contig_1	230	367
contig_1	231	359
contig_1	232	363
contig_1	233	360
contig_1	234	362
contig_1	235	367
contig_1	236	350
contig_1	237	362
contig_1	238	361
contig_1	239	347
contig_1	240	356
contig_1	241	355
contig_1	242	353
contig_1	243	359
contig_1	244	366
contig_1	245	351
contig_1	246	340
contig_1	247	353
contig_1	248	355
contig_1	249	345
contig_1	250	363
contig_1	251	354
contig_1	252	345
contig_1	253	353
contig_1	254	342
contig_1	255	336
contig_1	256	356
contig_1	257	352
contig_1	258	344
contig_1	259	353
contig_1	260	323
contig_1	261	326
contig_1	262	332
contig_1	263	334
contig_1	264	327
contig_1	265	327
contig_1	266	325
contig_1	267	321
contig_1	268	306
contig_1	269	321
contig_1	270	315
contig_1	271	309
contig_1	272	302
contig_1	273	306
contig_1	274	305
contig_1	275	304
contig_1	276	303
contig_1	277	303
contig_1	278	294
contig_1	279	296
contig_1	280	296
contig_1	281	288
contig_1	282	278
contig_1	283	291
contig_1	284	283
contig_1	285	284
contig_1	286	287
contig_1	287	276
contig_1	288	284
contig_1	289	279
contig_1	290	277
contig_1	291	272
contig_1	292	268
contig_1	293	269
contig_1	294	272
contig_1	295	271
contig_1	296	271
contig_1	297	269
contig_1	298	272
contig_1	299	271
contig_1	300	261
contig_1	301	247
contig_1	302	254
contig_1	303	245
contig_1	304	250
contig_1	305	234
contig_1	306	244
contig_1	307	243
contig_1	308	246
contig_1	309	246
contig_1	310	248
contig_1	311	247
contig_1	312	248
contig_1	313	251
contig_1	314	255
contig_1	315	254
contig_1	316	249
contig_1	317	247
